step,time,S_put,p_stall,rho_r,N_L0,Q_L0,Q_L1,Q_L2,Q_L3,C_L0,C_L1,C_L2,C_L3,D_L0,D_L1,D_L2,D_L3
38,38.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
39,39.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
40,40.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
41,41.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
42,42.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
43,43.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
44,44.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
45,45.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
46,46.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
47,47.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
48,48.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
49,49.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
50,50.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
51,51.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
52,52.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
53,53.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
54,54.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
55,55.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
56,56.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
57,57.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
58,58.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
59,59.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
60,60.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
61,61.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
62,62.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
63,63.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
64,64.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
65,65.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
66,66.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
67,67.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
68,68.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
69,69.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
70,70.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
71,71.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
72,72.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
73,73.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
74,74.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
75,75.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
76,76.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
77,77.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
78,78.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
79,79.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
80,80.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
81,81.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
82,82.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
83,83.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
84,84.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
85,85.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
86,86.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
87,87.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
88,88.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
89,89.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
90,90.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
91,91.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
92,92.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
93,93.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
94,94.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
95,95.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
96,96.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
97,97.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
98,98.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
99,99.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
100,100.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
101,101.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
102,102.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
103,103.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
104,104.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
105,105.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
106,106.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
107,107.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
108,108.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
109,109.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
110,110.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
111,111.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
112,112.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
113,113.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
114,114.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
115,115.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
116,116.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
117,117.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
118,118.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
119,119.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
120,120.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
121,121.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
122,122.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
123,123.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
124,124.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
125,125.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
126,126.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
127,127.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
128,128.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
129,129.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
130,130.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
131,131.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
132,132.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
133,133.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
134,134.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
135,135.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
136,136.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
137,137.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
138,138.0,196.4027580075817,0.01798620996209156,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1484.0,1484.0,1484.0,106.05748932409412,53.02874466204706,10.605748932409412,10.605748932409412
