minute,hour,concurrent_compactions
2596,43.2667,26
2597,43.2833,24
2598,43.3000,28
2599,43.3167,27
2600,43.3333,26
2601,43.3500,26
2602,43.3667,26
2603,43.3833,27
2604,43.4000,24
2605,43.4167,26
2606,43.4333,24
2607,43.4500,27
2608,43.4667,26
2609,43.4833,29
2610,43.5000,23
2611,43.5167,24
2612,43.5333,24
2613,43.5500,29
2614,43.5667,25
2615,43.5833,27
2616,43.6000,26
2617,43.6167,27
2618,43.6333,26
2619,43.6500,27
2620,43.6667,26
2621,43.6833,30
2622,43.7000,28
2623,43.7167,23
2624,43.7333,27
2625,43.7500,26
2626,43.7667,27
2627,43.7833,30
2628,43.8000,24
2629,43.8167,26
2630,43.8333,24
2631,43.8500,30
2632,43.8667,26
2633,43.8833,26
2634,43.9000,24
2635,43.9167,29
2636,43.9333,26
2637,43.9500,30
2638,43.9667,23
2639,43.9833,23
2640,44.0000,23
2641,44.0167,29
2642,44.0333,23
2643,44.0500,26
2644,44.0667,29
2645,44.0833,27
2646,44.1000,27
2647,44.1167,29
2648,44.1333,24
2649,44.1500,25
2650,44.1667,26
2651,44.1833,27
2652,44.2000,24
2653,44.2167,23
2654,44.2333,25
2655,44.2500,27
2656,44.2667,28
2657,44.2833,22
2658,44.3000,26
2659,44.3167,27
2660,44.3333,26
2661,44.3500,28
2662,44.3667,25
2663,44.3833,25
2664,44.4000,27
2665,44.4167,26
2666,44.4333,25
2667,44.4500,25
2668,44.4667,27
2669,44.4833,24
2670,44.5000,28
2671,44.5167,25
2672,44.5333,27
2673,44.5500,26
2674,44.5667,25
2675,44.5833,26
2676,44.6000,26
2677,44.6167,30
2678,44.6333,26
2679,44.6500,30
2680,44.6667,24
2681,44.6833,27
2682,44.7000,24
2683,44.7167,28
2684,44.7333,24
2685,44.7500,28
2686,44.7667,25
2687,44.7833,24
2688,44.8000,28
2689,44.8167,29
2690,44.8333,27
2691,44.8500,24
2692,44.8667,27
2693,44.8833,28
2694,44.9000,28
2695,44.9167,26
2696,44.9333,23
2697,44.9500,30
2698,44.9667,28
2699,44.9833,24
2700,45.0000,26
2701,45.0167,26
2702,45.0333,25
2703,45.0500,25
2704,45.0667,25
2705,45.0833,28
2706,45.1000,27
2707,45.1167,27
2708,45.1333,27
2709,45.1500,26
2710,45.1667,26
2711,45.1833,26
2712,45.2000,28
2713,45.2167,23
2714,45.2333,27
2715,45.2500,27
2716,45.2667,25
2717,45.2833,25
2718,45.3000,25
2719,45.3167,27
2720,45.3333,28
2721,45.3500,26
2722,45.3667,27
2723,45.3833,26
2724,45.4000,24
2725,45.4167,29
2726,45.4333,26
2727,45.4500,25
2728,45.4667,28
2729,45.4833,25
2730,45.5000,27
2731,45.5167,28
2732,45.5333,27
2733,45.5500,24
2734,45.5667,25
2735,45.5833,26
2736,45.6000,27
2737,45.6167,26
2738,45.6333,25
2739,45.6500,27
2740,45.6667,26
2741,45.6833,26
2742,45.7000,26
2743,45.7167,28
2744,45.7333,27
2745,45.7500,27
2746,45.7667,26
2747,45.7833,25
2748,45.8000,28
2749,45.8167,24
2750,45.8333,26
2751,45.8500,24
2752,45.8667,25
2753,45.8833,29
2754,45.9000,24
2755,45.9167,23
2756,45.9333,29
2757,45.9500,24
2758,45.9667,27
2759,45.9833,24
2760,46.0000,27
2761,46.0167,27
2762,46.0333,28
2763,46.0500,26
2764,46.0667,25
2765,46.0833,27
2766,46.1000,25
2767,46.1167,27
2768,46.1333,25
2769,46.1500,26
2770,46.1667,24
2771,46.1833,28
2772,46.2000,25
2773,46.2167,24
2774,46.2333,26
2775,46.2500,23
2776,46.2667,29
2777,46.2833,28
2778,46.3000,22
2779,46.3167,27
2780,46.3333,25
2781,46.3500,25
2782,46.3667,31
2783,46.3833,24
2784,46.4000,27
2785,46.4167,24
2786,46.4333,26
2787,46.4500,26
2788,46.4667,26
2789,46.4833,22
2790,46.5000,29
2791,46.5167,26
2792,46.5333,24
2793,46.5500,25
2794,46.5667,26
2795,46.5833,25
2796,46.6000,26
2797,46.6167,24
2798,46.6333,24
2799,46.6500,26
2800,46.6667,25
2801,46.6833,26
2802,46.7000,26
2803,46.7167,27
2804,46.7333,27
2805,46.7500,27
2806,46.7667,23
2807,46.7833,24
2808,46.8000,24
2809,46.8167,30
2810,46.8333,24
2811,46.8500,30
2812,46.8667,26
2813,46.8833,24
2814,46.9000,27
2815,46.9167,27
2816,46.9333,25
2817,46.9500,26
2818,46.9667,27
2819,46.9833,24
2820,47.0000,25
2821,47.0167,23
2822,47.0333,29
2823,47.0500,26
2824,47.0667,27
2825,47.0833,25
2826,47.1000,27
2827,47.1167,25
2828,47.1333,28
2829,47.1500,25
2830,47.1667,25
2831,47.1833,26
2832,47.2000,27
2833,47.2167,25
2834,47.2333,23
2835,47.2500,29
2836,47.2667,25
2837,47.2833,27
2838,47.3000,25
2839,47.3167,26
2840,47.3333,27
2841,47.3500,27
2842,47.3667,24
2843,47.3833,26
2844,47.4000,28
2845,47.4167,25
2846,47.4333,25
2847,47.4500,25
2848,47.4667,26
2849,47.4833,23
2850,47.5000,28
2851,47.5167,27
2852,47.5333,25
2853,47.5500,26
2854,47.5667,27
2855,47.5833,22
2856,47.6000,27
2857,47.6167,25
2858,47.6333,23
2859,47.6500,27
2860,47.6667,25
2861,47.6833,27
2862,47.7000,22
2863,47.7167,28
2864,47.7333,27
2865,47.7500,23
2866,47.7667,26
2867,47.7833,25
2868,47.8000,24
2869,47.8167,24
2870,47.8333,25
2871,47.8500,28
2872,47.8667,24
2873,47.8833,29
2874,47.9000,24
2875,47.9167,26
2876,47.9333,25
2877,47.9500,26
2878,47.9667,28
2879,47.9833,27
2880,48.0000,29
2881,48.0167,27
2882,48.0333,28
2883,48.0500,27
2884,48.0667,26
2885,48.0833,28
2886,48.1000,26
2887,48.1167,28
2888,48.1333,24
2889,48.1500,27
2890,48.1667,26
2891,48.1833,26
2892,48.2000,25
2893,48.2167,27
2894,48.2333,29
2895,48.2500,22
2896,48.2667,29
2897,48.2833,26
2898,48.3000,27
2899,48.3167,25
2900,48.3333,26
2901,48.3500,24
2902,48.3667,26
2903,48.3833,26
2904,48.4000,32
2905,48.4167,28
2906,48.4333,23
2907,48.4500,26
2908,48.4667,24
2909,48.4833,29
2910,48.5000,28
2911,48.5167,21
2912,48.5333,29
2913,48.5500,26
2914,48.5667,26
2915,48.5833,25
2916,48.6000,27
2917,48.6167,24
2918,48.6333,29
2919,48.6500,26
2920,48.6667,28
2921,48.6833,29
2922,48.7000,24
2923,48.7167,27
2924,48.7333,26
2925,48.7500,25
2926,48.7667,26
2927,48.7833,28
2928,48.8000,27
2929,48.8167,28
2930,48.8333,27
2931,48.8500,28
2932,48.8667,28
2933,48.8833,24
2934,48.9000,26
2935,48.9167,25
2936,48.9333,30
2937,48.9500,28
2938,48.9667,26
2939,48.9833,24
2940,49.0000,25
2941,49.0167,30
2942,49.0333,28
2943,49.0500,25
2944,49.0667,29
2945,49.0833,24
2946,49.1000,30
2947,49.1167,25
2948,49.1333,25
2949,49.1500,26
2950,49.1667,24
2951,49.1833,28
2952,49.2000,23
2953,49.2167,29
2954,49.2333,24
2955,49.2500,25
2956,49.2667,24
2957,49.2833,23
2958,49.3000,26
2959,49.3167,26
2960,49.3333,27
2961,49.3500,25
2962,49.3667,24
2963,49.3833,24
2964,49.4000,24
2965,49.4167,25
2966,49.4333,26
2967,49.4500,25
2968,49.4667,27
2969,49.4833,26
2970,49.5000,26
2971,49.5167,26
2972,49.5333,26
2973,49.5500,25
2974,49.5667,28
2975,49.5833,27
2976,49.6000,27
2977,49.6167,24
2978,49.6333,26
2979,49.6500,25
2980,49.6667,27
2981,49.6833,24
2982,49.7000,24
2983,49.7167,26
2984,49.7333,27
2985,49.7500,28
2986,49.7667,26
2987,49.7833,25
2988,49.8000,23
2989,49.8167,28
2990,49.8333,27
2991,49.8500,21
2992,49.8667,29
2993,49.8833,24
2994,49.9000,25
2995,49.9167,27
2996,49.9333,24
2997,49.9500,28
2998,49.9667,27
2999,49.9833,30
3000,50.0000,26
3001,50.0167,28
3002,50.0333,26
3003,50.0500,25
3004,50.0667,29
3005,50.0833,25
3006,50.1000,26
3007,50.1167,26
3008,50.1333,27
3009,50.1500,25
3010,50.1667,23
3011,50.1833,27
3012,50.2000,28
3013,50.2167,27
3014,50.2333,28
3015,50.2500,23
3016,50.2667,26
3017,50.2833,24
3018,50.3000,26
3019,50.3167,28
3020,50.3333,24
3021,50.3500,26
3022,50.3667,26
3023,50.3833,27
3024,50.4000,27
3025,50.4167,25
3026,50.4333,27
3027,50.4500,25
3028,50.4667,29
3029,50.4833,23
3030,50.5000,25
3031,50.5167,22
3032,50.5333,23
3033,50.5500,23
3034,50.5667,25
3035,50.5833,27
3036,50.6000,26
3037,50.6167,25
3038,50.6333,26
3039,50.6500,23
3040,50.6667,28
3041,50.6833,24
3042,50.7000,25
3043,50.7167,27
3044,50.7333,21
3045,50.7500,26
3046,50.7667,24
3047,50.7833,26
3048,50.8000,26
3049,50.8167,24
3050,50.8333,27
3051,50.8500,28
3052,50.8667,24
3053,50.8833,24
3054,50.9000,23
3055,50.9167,26
3056,50.9333,26
3057,50.9500,25
3058,50.9667,27
3059,50.9833,26
3060,51.0000,24
3061,51.0167,25
3062,51.0333,28
3063,51.0500,26
3064,51.0667,24
3065,51.0833,25
3066,51.1000,24
3067,51.1167,22
3068,51.1333,27
3069,51.1500,25
3070,51.1667,25
3071,51.1833,23
3072,51.2000,27
3073,51.2167,23
3074,51.2333,27
3075,51.2500,25
3076,51.2667,25
3077,51.2833,24
3078,51.3000,31
3079,51.3167,24
3080,51.3333,27
3081,51.3500,23
3082,51.3667,27
3083,51.3833,25
3084,51.4000,27
3085,51.4167,23
3086,51.4333,24
3087,51.4500,26
3088,51.4667,27
3089,51.4833,26
3090,51.5000,25
3091,51.5167,23
3092,51.5333,27
3093,51.5500,28
3094,51.5667,25
3095,51.5833,24
3096,51.6000,25
3097,51.6167,27
3098,51.6333,25
3099,51.6500,24
3100,51.6667,26
3101,51.6833,23
3102,51.7000,26
3103,51.7167,26
3104,51.7333,25
3105,51.7500,27
3106,51.7667,23
3107,51.7833,25
3108,51.8000,26
3109,51.8167,28
3110,51.8333,23
3111,51.8500,25
3112,51.8667,25
3113,51.8833,26
3114,51.9000,26
3115,51.9167,24
3116,51.9333,23
3117,51.9500,28
3118,51.9667,24
3119,51.9833,25
3120,52.0000,25
3121,52.0167,26
3122,52.0333,27
3123,52.0500,26
3124,52.0667,26
3125,52.0833,23
3126,52.1000,26
3127,52.1167,27
3128,52.1333,27
3129,52.1500,23
3130,52.1667,28
3131,52.1833,24
3132,52.2000,27
3133,52.2167,25
3134,52.2333,27
3135,52.2500,24
3136,52.2667,29
3137,52.2833,23
3138,52.3000,24
3139,52.3167,29
3140,52.3333,24
3141,52.3500,25
3142,52.3667,23
3143,52.3833,29
3144,52.4000,25
3145,52.4167,27
3146,52.4333,24
3147,52.4500,25
3148,52.4667,26
3149,52.4833,27
3150,52.5000,28
3151,52.5167,24
3152,52.5333,24
3153,52.5500,27
3154,52.5667,26
3155,52.5833,24
3156,52.6000,28
3157,52.6167,25
3158,52.6333,26
3159,52.6500,25
3160,52.6667,25
3161,52.6833,27
3162,52.7000,24
3163,52.7167,28
3164,52.7333,24
3165,52.7500,26
3166,52.7667,26
3167,52.7833,25
3168,52.8000,26
3169,52.8167,23
3170,52.8333,29
3171,52.8500,25
3172,52.8667,27
3173,52.8833,24
3174,52.9000,24
3175,52.9167,24
3176,52.9333,25
3177,52.9500,25
3178,52.9667,22
3179,52.9833,29
3180,53.0000,22
3181,53.0167,26
3182,53.0333,25
3183,53.0500,24
3184,53.0667,25
3185,53.0833,27
3186,53.1000,22
3187,53.1167,27
3188,53.1333,26
3189,53.1500,26
3190,53.1667,24
3191,53.1833,25
3192,53.2000,27
3193,53.2167,25
3194,53.2333,26
3195,53.2500,25
3196,53.2667,25
3197,53.2833,24
3198,53.3000,24
3199,53.3167,23
3200,53.3333,29
3201,53.3500,22
3202,53.3667,26
3203,53.3833,24
3204,53.4000,27
3205,53.4167,24
3206,53.4333,30
3207,53.4500,24
3208,53.4667,24
3209,53.4833,21
3210,53.5000,27
3211,53.5167,27
3212,53.5333,26
3213,53.5500,22
3214,53.5667,32
3215,53.5833,25
3216,53.6000,24
3217,53.6167,27
3218,53.6333,25
3219,53.6500,27
3220,53.6667,25
3221,53.6833,24
3222,53.7000,25
3223,53.7167,27
3224,53.7333,23
3225,53.7500,23
3226,53.7667,23
3227,53.7833,27
3228,53.8000,27
3229,53.8167,25
3230,53.8333,23
3231,53.8500,25
3232,53.8667,26
3233,53.8833,25
3234,53.9000,25
3235,53.9167,27
3236,53.9333,25
3237,53.9500,26
3238,53.9667,24
3239,53.9833,28
3240,54.0000,24
3241,54.0167,27
3242,54.0333,27
3243,54.0500,23
3244,54.0667,25
3245,54.0833,27
3246,54.1000,24
3247,54.1167,24
3248,54.1333,27
3249,54.1500,24
3250,54.1667,27
3251,54.1833,26
3252,54.2000,26
3253,54.2167,24
3254,54.2333,26
3255,54.2500,29
3256,54.2667,27
3257,54.2833,23
3258,54.3000,26
3259,54.3167,27
3260,54.3333,27
3261,54.3500,24
3262,54.3667,27
3263,54.3833,27
3264,54.4000,26
3265,54.4167,24
3266,54.4333,26
3267,54.4500,24
3268,54.4667,28
3269,54.4833,26
3270,54.5000,27
3271,54.5167,26
3272,54.5333,24
3273,54.5500,26
3274,54.5667,25
3275,54.5833,22
3276,54.6000,27
3277,54.6167,23
3278,54.6333,23
3279,54.6500,27
3280,54.6667,25
3281,54.6833,23
3282,54.7000,28
3283,54.7167,26
3284,54.7333,29
3285,54.7500,22
3286,54.7667,24
3287,54.7833,26
3288,54.8000,27
3289,54.8167,24
3290,54.8333,26
3291,54.8500,25
3292,54.8667,26
3293,54.8833,23
3294,54.9000,28
3295,54.9167,25
3296,54.9333,27
3297,54.9500,31
3298,54.9667,23
3299,54.9833,25
3300,55.0000,25
3301,55.0167,25
3302,55.0333,28
3303,55.0500,25
3304,55.0667,28
3305,55.0833,26
3306,55.1000,28
3307,55.1167,22
3308,55.1333,28
3309,55.1500,27
3310,55.1667,24
3311,55.1833,27
3312,55.2000,23
3313,55.2167,24
3314,55.2333,26
3315,55.2500,25
3316,55.2667,29
3317,55.2833,27
3318,55.3000,23
3319,55.3167,26
3320,55.3333,26
3321,55.3500,22
3322,55.3667,23
3323,55.3833,29
3324,55.4000,22
3325,55.4167,28
3326,55.4333,27
3327,55.4500,22
3328,55.4667,27
3329,55.4833,26
3330,55.5000,26
3331,55.5167,24
3332,55.5333,26
3333,55.5500,21
3334,55.5667,22
3335,55.5833,29
3336,55.6000,24
3337,55.6167,25
3338,55.6333,23
3339,55.6500,25
3340,55.6667,24
3341,55.6833,25
3342,55.7000,28
3343,55.7167,25
3344,55.7333,26
3345,55.7500,25
3346,55.7667,24
3347,55.7833,25
3348,55.8000,27
3349,55.8167,26
3350,55.8333,28
3351,55.8500,26
3352,55.8667,25
3353,55.8833,29
3354,55.9000,24
3355,55.9167,25
3356,55.9333,24
3357,55.9500,26
3358,55.9667,25
3359,55.9833,24
3360,56.0000,25
3361,56.0167,28
3362,56.0333,23
3363,56.0500,27
3364,56.0667,28
3365,56.0833,26
3366,56.1000,28
3367,56.1167,24
3368,56.1333,28
3369,56.1500,23
3370,56.1667,26
3371,56.1833,27
3372,56.2000,22
3373,56.2167,27
3374,56.2333,24
3375,56.2500,28
3376,56.2667,26
3377,56.2833,26
3378,56.3000,28
3379,56.3167,26
3380,56.3333,25
3381,56.3500,24
3382,56.3667,25
3383,56.3833,26
3384,56.4000,23
3385,56.4167,25
3386,56.4333,25
3387,56.4500,23
3388,56.4667,28
3389,56.4833,24
3390,56.5000,26
3391,56.5167,25
3392,56.5333,26
3393,56.5500,22
3394,56.5667,28
3395,56.5833,23
3396,56.6000,27
3397,56.6167,25
3398,56.6333,24
3399,56.6500,25
3400,56.6667,29
3401,56.6833,25
3402,56.7000,29
3403,56.7167,24
3404,56.7333,23
3405,56.7500,24
3406,56.7667,28
3407,56.7833,29
3408,56.8000,25
3409,56.8167,24
3410,56.8333,30
3411,56.8500,25
3412,56.8667,25
3413,56.8833,24
3414,56.9000,26
3415,56.9167,25
3416,56.9333,26
3417,56.9500,25
3418,56.9667,28
3419,56.9833,27
3420,57.0000,25
3421,57.0167,25
3422,57.0333,27
3423,57.0500,24
3424,57.0667,29
3425,57.0833,25
3426,57.1000,26
3427,57.1167,28
3428,57.1333,27
3429,57.1500,22
3430,57.1667,25
3431,57.1833,26
3432,57.2000,25
3433,57.2167,21
3434,57.2333,24
3435,57.2500,25
3436,57.2667,25
3437,57.2833,24
3438,57.3000,25
3439,57.3167,26
3440,57.3333,24
3441,57.3500,27
3442,57.3667,24
3443,57.3833,28
3444,57.4000,25
3445,57.4167,26
3446,57.4333,27
3447,57.4500,26
3448,57.4667,30
3449,57.4833,23
3450,57.5000,26
3451,57.5167,26
3452,57.5333,27
3453,57.5500,25
3454,57.5667,24
3455,57.5833,30
3456,57.6000,25
3457,57.6167,25
3458,57.6333,29
3459,57.6500,24
3460,57.6667,26
3461,57.6833,25
3462,57.7000,28
3463,57.7167,26
3464,57.7333,23
3465,57.7500,27
3466,57.7667,23
3467,57.7833,25
3468,57.8000,23
3469,57.8167,23
3470,57.8333,23
3471,57.8500,28
3472,57.8667,24
3473,57.8833,27
3474,57.9000,27
3475,57.9167,23
3476,57.9333,26
3477,57.9500,24
3478,57.9667,30
3479,57.9833,27
3480,58.0000,28
3481,58.0167,31
3482,58.0333,25
3483,58.0500,25
3484,58.0667,25
3485,58.0833,22
3486,58.1000,24
3487,58.1167,23
3488,58.1333,26
3489,58.1500,27
3490,58.1667,24
3491,58.1833,26
3492,58.2000,23
3493,58.2167,25
3494,58.2333,29
3495,58.2500,22
3496,58.2667,26
3497,58.2833,28
3498,58.3000,23
3499,58.3167,25
3500,58.3333,23
3501,58.3500,25
3502,58.3667,27
3503,58.3833,26
3504,58.4000,25
3505,58.4167,25
3506,58.4333,25
3507,58.4500,27
3508,58.4667,24
3509,58.4833,28
3510,58.5000,22
3511,58.5167,24
3512,58.5333,26
3513,58.5500,28
3514,58.5667,22
3515,58.5833,26
3516,58.6000,27
3517,58.6167,22
3518,58.6333,27
3519,58.6500,25
3520,58.6667,27
3521,58.6833,28
3522,58.7000,24
3523,58.7167,28
3524,58.7333,25
3525,58.7500,27
3526,58.7667,23
3527,58.7833,27
3528,58.8000,25
3529,58.8167,24
3530,58.8333,22
3531,58.8500,23
3532,58.8667,25
3533,58.8833,26
3534,58.9000,24
3535,58.9167,25
3536,58.9333,26
3537,58.9500,23
3538,58.9667,29
3539,58.9833,25
3540,59.0000,23
3541,59.0167,23
3542,59.0333,25
3543,59.0500,25
3544,59.0667,26
3545,59.0833,24
3546,59.1000,27
3547,59.1167,27
3548,59.1333,24
3549,59.1500,27
3550,59.1667,30
3551,59.1833,25
3552,59.2000,29
3553,59.2167,24
3554,59.2333,25
3555,59.2500,24
3556,59.2667,24
3557,59.2833,26
3558,59.3000,26
3559,59.3167,21
3560,59.3333,26
3561,59.3500,23
3562,59.3667,24
3563,59.3833,25
3564,59.4000,22
3565,59.4167,26
3566,59.4333,26
3567,59.4500,26
3568,59.4667,26
3569,59.4833,25
3570,59.5000,27
3571,59.5167,23
3572,59.5333,28
3573,59.5500,24
3574,59.5667,25
3575,59.5833,24
3576,59.6000,27
3577,59.6167,25
3578,59.6333,24
3579,59.6500,24
3580,59.6667,27
3581,59.6833,23
3582,59.7000,24
3583,59.7167,23
3584,59.7333,25
3585,59.7500,26
3586,59.7667,22
3587,59.7833,28
3588,59.8000,25
3589,59.8167,27
3590,59.8333,26
3591,59.8500,25
3592,59.8667,28
3593,59.8833,23
3594,59.9000,25
3595,59.9167,24
3596,59.9333,27
3597,59.9500,24
3598,59.9667,27
3599,59.9833,24
3600,60.0000,26
3601,60.0167,25
3602,60.0333,22
3603,60.0500,25
3604,60.0667,24
3605,60.0833,27
3606,60.1000,27
3607,60.1167,25
3608,60.1333,24
3609,60.1500,24
3610,60.1667,26
3611,60.1833,24
3612,60.2000,23
3613,60.2167,25
3614,60.2333,27
3615,60.2500,23
3616,60.2667,25
3617,60.2833,28
3618,60.3000,25
3619,60.3167,23
3620,60.3333,27
3621,60.3500,25
3622,60.3667,28
3623,60.3833,27
3624,60.4000,25
3625,60.4167,27
3626,60.4333,23
3627,60.4500,24
3628,60.4667,24
3629,60.4833,25
3630,60.5000,25
3631,60.5167,26
3632,60.5333,26
3633,60.5500,24
3634,60.5667,24
3635,60.5833,26
3636,60.6000,25
3637,60.6167,27
3638,60.6333,25
3639,60.6500,24
3640,60.6667,23
3641,60.6833,26
3642,60.7000,22
3643,60.7167,27
3644,60.7333,24
3645,60.7500,26
3646,60.7667,27
3647,60.7833,24
3648,60.8000,21
3649,60.8167,31
3650,60.8333,29
3651,60.8500,21
3652,60.8667,24
3653,60.8833,25
3654,60.9000,31
3655,60.9167,27
3656,60.9333,22
3657,60.9500,28
3658,60.9667,24
3659,60.9833,25
3660,61.0000,25
3661,61.0167,22
3662,61.0333,26
3663,61.0500,30
3664,61.0667,22
3665,61.0833,25
3666,61.1000,23
3667,61.1167,26
3668,61.1333,25
3669,61.1500,26
3670,61.1667,23
3671,61.1833,27
3672,61.2000,24
3673,61.2167,25
3674,61.2333,29
3675,61.2500,27
3676,61.2667,23
3677,61.2833,27
3678,61.3000,24
3679,61.3167,23
3680,61.3333,26
3681,61.3500,27
3682,61.3667,28
3683,61.3833,25
3684,61.4000,23
3685,61.4167,26
3686,61.4333,27
3687,61.4500,24
3688,61.4667,27
3689,61.4833,21
3690,61.5000,27
3691,61.5167,25
3692,61.5333,26
3693,61.5500,26
3694,61.5667,24
3695,61.5833,24
3696,61.6000,25
3697,61.6167,22
3698,61.6333,27
3699,61.6500,27
3700,61.6667,23
3701,61.6833,28
3702,61.7000,28
3703,61.7167,25
3704,61.7333,26
3705,61.7500,24
3706,61.7667,24
3707,61.7833,26
3708,61.8000,24
3709,61.8167,26
3710,61.8333,28
3711,61.8500,22
3712,61.8667,23
3713,61.8833,26
3714,61.9000,24
3715,61.9167,27
3716,61.9333,27
3717,61.9500,23
3718,61.9667,27
3719,61.9833,23
3720,62.0000,26
3721,62.0167,22
3722,62.0333,22
3723,62.0500,26
3724,62.0667,25
3725,62.0833,24
3726,62.1000,25
3727,62.1167,24
3728,62.1333,25
3729,62.1500,25
3730,62.1667,25
3731,62.1833,23
3732,62.2000,24
3733,62.2167,26
3734,62.2333,26
3735,62.2500,22
3736,62.2667,25
3737,62.2833,27
3738,62.3000,28
3739,62.3167,24
3740,62.3333,25
3741,62.3500,24
3742,62.3667,24
3743,62.3833,26
3744,62.4000,24
3745,62.4167,27
3746,62.4333,25
3747,62.4500,25
3748,62.4667,25
3749,62.4833,22
3750,62.5000,25
3751,62.5167,25
3752,62.5333,27
3753,62.5500,26
3754,62.5667,23
3755,62.5833,25
3756,62.6000,25
3757,62.6167,27
3758,62.6333,25
3759,62.6500,25
3760,62.6667,22
3761,62.6833,21
3762,62.7000,25
3763,62.7167,24
3764,62.7333,27
3765,62.7500,25
3766,62.7667,26
3767,62.7833,28
3768,62.8000,23
3769,62.8167,28
3770,62.8333,26
3771,62.8500,25
3772,62.8667,27
3773,62.8833,25
3774,62.9000,23
3775,62.9167,28
3776,62.9333,26
3777,62.9500,25
3778,62.9667,26
3779,62.9833,23
3780,63.0000,29
3781,63.0167,24
3782,63.0333,25
3783,63.0500,25
3784,63.0667,24
3785,63.0833,25
3786,63.1000,26
3787,63.1167,28
3788,63.1333,23
3789,63.1500,24
3790,63.1667,23
3791,63.1833,28
3792,63.2000,23
3793,63.2167,25
3794,63.2333,26
3795,63.2500,26
3796,63.2667,27
3797,63.2833,24
3798,63.3000,25
3799,63.3167,24
3800,63.3333,24
3801,63.3500,24
3802,63.3667,26
3803,63.3833,24
3804,63.4000,26
3805,63.4167,24
3806,63.4333,23
3807,63.4500,23
3808,63.4667,23
3809,63.4833,27
3810,63.5000,23
3811,63.5167,24
3812,63.5333,26
3813,63.5500,24
3814,63.5667,24
3815,63.5833,25
3816,63.6000,25
3817,63.6167,24
3818,63.6333,26
3819,63.6500,25
3820,63.6667,25
3821,63.6833,24
3822,63.7000,28
3823,63.7167,25
3824,63.7333,27
3825,63.7500,25
3826,63.7667,24
3827,63.7833,27
3828,63.8000,25
3829,63.8167,27
3830,63.8333,25
3831,63.8500,24
3832,63.8667,25
3833,63.8833,27
3834,63.9000,24
3835,63.9167,25
3836,63.9333,26
3837,63.9500,26
3838,63.9667,27
3839,63.9833,25
3840,64.0000,25
3841,64.0167,25
3842,64.0333,29
3843,64.0500,25
3844,64.0667,28
3845,64.0833,24
3846,64.1000,25
3847,64.1167,21
3848,64.1333,25
3849,64.1500,24
3850,64.1667,26
3851,64.1833,25
3852,64.2000,24
3853,64.2167,23
3854,64.2333,28
3855,64.2500,24
3856,64.2667,28
3857,64.2833,25
3858,64.3000,23
3859,64.3167,28
3860,64.3333,26
3861,64.3500,25
3862,64.3667,27
3863,64.3833,22
3864,64.4000,25
3865,64.4167,25
3866,64.4333,25
3867,64.4500,25
3868,64.4667,25
3869,64.4833,27
3870,64.5000,23
3871,64.5167,25
3872,64.5333,25
3873,64.5500,25
3874,64.5667,26
3875,64.5833,24
3876,64.6000,29
3877,64.6167,22
3878,64.6333,23
3879,64.6500,25
3880,64.6667,29
3881,64.6833,24
3882,64.7000,24
3883,64.7167,25
3884,64.7333,26
3885,64.7500,24
3886,64.7667,25
3887,64.7833,25
3888,64.8000,21
3889,64.8167,26
3890,64.8333,24
3891,64.8500,27
3892,64.8667,25
3893,64.8833,24
3894,64.9000,23
3895,64.9167,27
3896,64.9333,24
3897,64.9500,22
3898,64.9667,27
3899,64.9833,26
3900,65.0000,24
3901,65.0167,26
3902,65.0333,25
3903,65.0500,26
3904,65.0667,27
3905,65.0833,22
3906,65.1000,25
3907,65.1167,29
3908,65.1333,26
3909,65.1500,21
3910,65.1667,27
3911,65.1833,23
3912,65.2000,24
3913,65.2167,23
3914,65.2333,26
3915,65.2500,24
3916,65.2667,25
3917,65.2833,26
3918,65.3000,26
3919,65.3167,24
3920,65.3333,24
3921,65.3500,27
3922,65.3667,25
3923,65.3833,27
3924,65.4000,25
3925,65.4167,26
3926,65.4333,25
3927,65.4500,24
3928,65.4667,27
3929,65.4833,26
3930,65.5000,27
3931,65.5167,29
3932,65.5333,23
3933,65.5500,27
3934,65.5667,27
3935,65.5833,28
3936,65.6000,25
3937,65.6167,25
3938,65.6333,26
3939,65.6500,26
3940,65.6667,26
3941,65.6833,26
3942,65.7000,27
3943,65.7167,27
3944,65.7333,26
3945,65.7500,26
3946,65.7667,25
3947,65.7833,26
3948,65.8000,26
3949,65.8167,27
3950,65.8333,24
3951,65.8500,25
3952,65.8667,25
3953,65.8833,24
3954,65.9000,25
3955,65.9167,25
3956,65.9333,28
3957,65.9500,23
3958,65.9667,28
3959,65.9833,24
3960,66.0000,25
3961,66.0167,26
3962,66.0333,22
3963,66.0500,25
3964,66.0667,26
3965,66.0833,26
3966,66.1000,23
3967,66.1167,29
3968,66.1333,26
3969,66.1500,24
3970,66.1667,24
3971,66.1833,26
3972,66.2000,26
3973,66.2167,25
3974,66.2333,25
3975,66.2500,24
3976,66.2667,26
3977,66.2833,25
3978,66.3000,25
3979,66.3167,26
3980,66.3333,24
3981,66.3500,26
3982,66.3667,27
3983,66.3833,28
3984,66.4000,25
3985,66.4167,23
3986,66.4333,28
3987,66.4500,24
3988,66.4667,27
3989,66.4833,27
3990,66.5000,24
3991,66.5167,28
3992,66.5333,23
3993,66.5500,29
