minute,hour,concurrent_compactions
274,4.5667,34
275,4.5833,30
276,4.6000,26
277,4.6167,28
278,4.6333,32
279,4.6500,35
280,4.6667,28
281,4.6833,32
282,4.7000,32
283,4.7167,32
284,4.7333,32
285,4.7500,27
286,4.7667,28
287,4.7833,27
288,4.8000,31
289,4.8167,32
290,4.8333,28
291,4.8500,31
292,4.8667,30
293,4.8833,32
294,4.9000,28
295,4.9167,27
296,4.9333,27
297,4.9500,32
298,4.9667,29
299,4.9833,30
300,5.0000,29
301,5.0167,27
302,5.0333,28
303,5.0500,32
304,5.0667,31
305,5.0833,27
306,5.1000,29
307,5.1167,27
308,5.1333,30
309,5.1500,29
310,5.1667,30
311,5.1833,31
312,5.2000,32
313,5.2167,30
314,5.2333,32
315,5.2500,30
316,5.2667,27
317,5.2833,34
318,5.3000,29
319,5.3167,27
320,5.3333,31
321,5.3500,28
322,5.3667,30
323,5.3833,29
324,5.4000,28
325,5.4167,26
326,5.4333,28
327,5.4500,32
328,5.4667,30
329,5.4833,28
330,5.5000,28
331,5.5167,32
332,5.5333,28
333,5.5500,26
334,5.5667,29
335,5.5833,28
336,5.6000,28
337,5.6167,25
338,5.6333,30
339,5.6500,27
340,5.6667,31
341,5.6833,29
342,5.7000,30
343,5.7167,30
344,5.7333,30
345,5.7500,27
346,5.7667,34
347,5.7833,28
348,5.8000,25
349,5.8167,31
350,5.8333,29
351,5.8500,30
352,5.8667,25
353,5.8833,27
354,5.9000,31
355,5.9167,30
356,5.9333,32
357,5.9500,27
358,5.9667,28
359,5.9833,28
360,6.0000,31
361,6.0167,27
362,6.0333,31
363,6.0500,27
364,6.0667,26
365,6.0833,31
366,6.1000,29
367,6.1167,28
368,6.1333,33
369,6.1500,28
370,6.1667,29
371,6.1833,29
372,6.2000,27
373,6.2167,30
374,6.2333,29
375,6.2500,25
376,6.2667,33
377,6.2833,26
378,6.3000,29
379,6.3167,27
380,6.3333,28
381,6.3500,27
382,6.3667,31
383,6.3833,27
384,6.4000,31
385,6.4167,28
386,6.4333,26
387,6.4500,29
388,6.4667,27
389,6.4833,31
390,6.5000,29
391,6.5167,22
392,6.5333,27
393,6.5500,31
394,6.5667,26
395,6.5833,27
396,6.6000,31
397,6.6167,28
398,6.6333,26
399,6.6500,28
400,6.6667,29
401,6.6833,27
402,6.7000,31
403,6.7167,27
404,6.7333,28
405,6.7500,25
406,6.7667,27
407,6.7833,26
408,6.8000,29
409,6.8167,26
410,6.8333,29
411,6.8500,27
412,6.8667,28
413,6.8833,28
414,6.9000,28
415,6.9167,26
416,6.9333,25
417,6.9500,27
418,6.9667,27
419,6.9833,29
420,7.0000,27
421,7.0167,26
422,7.0333,29
423,7.0500,27
424,7.0667,26
425,7.0833,28
426,7.1000,26
427,7.1167,28
428,7.1333,25
429,7.1500,26
430,7.1667,28
431,7.1833,29
432,7.2000,26
433,7.2167,25
434,7.2333,28
435,7.2500,28
436,7.2667,27
437,7.2833,26
438,7.3000,27
439,7.3167,27
440,7.3333,28
441,7.3500,28
442,7.3667,27
443,7.3833,26
444,7.4000,25
445,7.4167,29
446,7.4333,26
447,7.4500,28
448,7.4667,24
449,7.4833,31
450,7.5000,28
451,7.5167,29
452,7.5333,30
453,7.5500,27
454,7.5667,26
455,7.5833,28
456,7.6000,27
457,7.6167,27
458,7.6333,25
459,7.6500,27
460,7.6667,27
461,7.6833,27
462,7.7000,27
463,7.7167,29
464,7.7333,26
465,7.7500,24
466,7.7667,26
467,7.7833,26
468,7.8000,25
469,7.8167,29
470,7.8333,26
471,7.8500,26
472,7.8667,27
473,7.8833,26
474,7.9000,28
475,7.9167,25
476,7.9333,26
477,7.9500,27
478,7.9667,25
479,7.9833,28
480,8.0000,26
481,8.0167,25
482,8.0333,27
483,8.0500,24
484,8.0667,28
485,8.0833,25
486,8.1000,26
487,8.1167,28
488,8.1333,25
489,8.1500,26
490,8.1667,27
491,8.1833,22
492,8.2000,27
493,8.2167,27
494,8.2333,27
495,8.2500,28
496,8.2667,28
497,8.2833,34
498,8.3000,26
499,8.3167,27
500,8.3333,27
501,8.3500,28
502,8.3667,30
503,8.3833,25
504,8.4000,27
505,8.4167,27
506,8.4333,30
507,8.4500,26
508,8.4667,31
509,8.4833,28
510,8.5000,29
511,8.5167,24
512,8.5333,27
513,8.5500,31
514,8.5667,27
515,8.5833,26
516,8.6000,27
517,8.6167,23
518,8.6333,27
519,8.6500,26
520,8.6667,27
521,8.6833,28
522,8.7000,26
523,8.7167,25
524,8.7333,29
525,8.7500,27
526,8.7667,28
527,8.7833,28
528,8.8000,25
529,8.8167,27
530,8.8333,26
531,8.8500,25
532,8.8667,26
533,8.8833,24
534,8.9000,27
535,8.9167,29
536,8.9333,26
537,8.9500,26
538,8.9667,25
539,8.9833,28
540,9.0000,26
541,9.0167,26
542,9.0333,28
543,9.0500,25
544,9.0667,27
545,9.0833,25
546,9.1000,28
547,9.1167,23
548,9.1333,25
549,9.1500,24
550,9.1667,26
551,9.1833,22
552,9.2000,27
553,9.2167,26
554,9.2333,27
555,9.2500,32
556,9.2667,24
557,9.2833,29
558,9.3000,29
559,9.3167,27
560,9.3333,28
561,9.3500,27
562,9.3667,26
563,9.3833,25
564,9.4000,26
565,9.4167,28
566,9.4333,27
567,9.4500,25
568,9.4667,25
569,9.4833,25
570,9.5000,24
571,9.5167,28
572,9.5333,29
573,9.5500,25
574,9.5667,29
575,9.5833,25
576,9.6000,24
577,9.6167,27
578,9.6333,27
579,9.6500,27
580,9.6667,22
581,9.6833,24
582,9.7000,25
583,9.7167,25
584,9.7333,25
585,9.7500,24
586,9.7667,25
587,9.7833,23
588,9.8000,24
589,9.8167,24
590,9.8333,24
591,9.8500,26
592,9.8667,21
593,9.8833,27
594,9.9000,24
595,9.9167,26
596,9.9333,22
597,9.9500,30
598,9.9667,21
599,9.9833,24
600,10.0000,24
601,10.0167,24
602,10.0333,27
603,10.0500,27
604,10.0667,28
605,10.0833,26
606,10.1000,27
607,10.1167,27
608,10.1333,26
609,10.1500,26
610,10.1667,28
611,10.1833,26
612,10.2000,30
613,10.2167,28
614,10.2333,27
615,10.2500,28
616,10.2667,25
617,10.2833,27
618,10.3000,27
619,10.3167,29
620,10.3333,26
621,10.3500,22
622,10.3667,27
623,10.3833,26
624,10.4000,27
625,10.4167,28
626,10.4333,24
627,10.4500,28
628,10.4667,28
629,10.4833,27
630,10.5000,28
631,10.5167,24
632,10.5333,28
633,10.5500,23
634,10.5667,24
635,10.5833,25
636,10.6000,23
637,10.6167,28
638,10.6333,25
639,10.6500,27
640,10.6667,27
641,10.6833,25
642,10.7000,27
643,10.7167,25
644,10.7333,28
645,10.7500,28
646,10.7667,24
647,10.7833,23
648,10.8000,27
649,10.8167,25
650,10.8333,30
651,10.8500,27
652,10.8667,26
653,10.8833,26
654,10.9000,27
655,10.9167,25
656,10.9333,25
657,10.9500,27
658,10.9667,26
659,10.9833,23
660,11.0000,25
661,11.0167,25
662,11.0333,29
663,11.0500,29
664,11.0667,26
665,11.0833,25
666,11.1000,23
667,11.1167,27
668,11.1333,26
669,11.1500,25
670,11.1667,28
671,11.1833,26
672,11.2000,23
673,11.2167,28
674,11.2333,25
675,11.2500,25
676,11.2667,27
677,11.2833,25
678,11.3000,26
679,11.3167,26
680,11.3333,28
681,11.3500,25
682,11.3667,25
683,11.3833,25
684,11.4000,29
685,11.4167,26
686,11.4333,27
687,11.4500,28
688,11.4667,23
689,11.4833,25
690,11.5000,26
691,11.5167,26
692,11.5333,25
693,11.5500,23
694,11.5667,25
695,11.5833,24
696,11.6000,25
697,11.6167,25
698,11.6333,26
699,11.6500,24
700,11.6667,25
701,11.6833,23
702,11.7000,22
703,11.7167,22
704,11.7333,25
705,11.7500,24
706,11.7667,21
707,11.7833,26
708,11.8000,25
709,11.8167,21
710,11.8333,24
711,11.8500,21
712,11.8667,24
713,11.8833,23
714,11.9000,22
715,11.9167,23
716,11.9333,24
717,11.9500,23
718,11.9667,26
719,11.9833,25
720,12.0000,25
721,12.0167,24
722,12.0333,25
723,12.0500,27
724,12.0667,28
725,12.0833,25
726,12.1000,25
727,12.1167,24
728,12.1333,25
729,12.1500,22
730,12.1667,25
731,12.1833,23
732,12.2000,24
733,12.2167,27
734,12.2333,24
735,12.2500,25
736,12.2667,23
737,12.2833,25
738,12.3000,22
739,12.3167,25
740,12.3333,24
741,12.3500,25
742,12.3667,25
743,12.3833,26
744,12.4000,26
745,12.4167,24
746,12.4333,25
747,12.4500,24
748,12.4667,23
749,12.4833,24
750,12.5000,25
751,12.5167,24
752,12.5333,24
753,12.5500,23
754,12.5667,27
755,12.5833,25
756,12.6000,22
757,12.6167,24
758,12.6333,24
759,12.6500,24
760,12.6667,26
761,12.6833,25
762,12.7000,24
763,12.7167,24
764,12.7333,24
765,12.7500,25
766,12.7667,26
767,12.7833,24
768,12.8000,24
769,12.8167,23
770,12.8333,26
771,12.8500,25
772,12.8667,23
773,12.8833,25
774,12.9000,25
775,12.9167,24
776,12.9333,25
777,12.9500,26
778,12.9667,25
779,12.9833,25
780,13.0000,26
781,13.0167,25
782,13.0333,25
783,13.0500,27
784,13.0667,24
785,13.0833,23
786,13.1000,25
787,13.1167,25
788,13.1333,24
789,13.1500,23
790,13.1667,24
791,13.1833,25
792,13.2000,24
793,13.2167,26
794,13.2333,24
795,13.2500,24
796,13.2667,24
797,13.2833,27
798,13.3000,26
799,13.3167,23
800,13.3333,25
801,13.3500,26
802,13.3667,26
803,13.3833,23
804,13.4000,25
805,13.4167,24
806,13.4333,24
807,13.4500,25
808,13.4667,26
809,13.4833,25
810,13.5000,23
811,13.5167,25
812,13.5333,27
813,13.5500,25
814,13.5667,24
815,13.5833,25
816,13.6000,24
817,13.6167,22
818,13.6333,22
819,13.6500,24
820,13.6667,25
821,13.6833,23
822,13.7000,24
823,13.7167,23
824,13.7333,25
825,13.7500,26
826,13.7667,25
827,13.7833,28
828,13.8000,26
829,13.8167,24
830,13.8333,24
831,13.8500,26
832,13.8667,27
833,13.8833,26
834,13.9000,26
835,13.9167,28
836,13.9333,25
837,13.9500,25
838,13.9667,25
839,13.9833,27
840,14.0000,26
841,14.0167,25
842,14.0333,26
843,14.0500,25
844,14.0667,27
845,14.0833,25
846,14.1000,26
847,14.1167,27
848,14.1333,25
849,14.1500,23
850,14.1667,25
851,14.1833,25
852,14.2000,25
853,14.2167,26
854,14.2333,28
855,14.2500,24
856,14.2667,28
857,14.2833,27
858,14.3000,28
859,14.3167,26
860,14.3333,24
861,14.3500,27
862,14.3667,24
863,14.3833,25
864,14.4000,26
865,14.4167,26
866,14.4333,26
867,14.4500,26
868,14.4667,27
869,14.4833,25
870,14.5000,25
871,14.5167,25
872,14.5333,24
873,14.5500,26
874,14.5667,26
875,14.5833,27
876,14.6000,26
877,14.6167,25
878,14.6333,25
879,14.6500,25
880,14.6667,26
881,14.6833,25
882,14.7000,25
883,14.7167,25
884,14.7333,26
885,14.7500,26
886,14.7667,28
887,14.7833,24
888,14.8000,25
889,14.8167,27
890,14.8333,23
891,14.8500,25
892,14.8667,28
893,14.8833,26
894,14.9000,28
895,14.9167,24
896,14.9333,26
897,14.9500,25
898,14.9667,27
899,14.9833,28
900,15.0000,26
901,15.0167,26
902,15.0333,27
903,15.0500,27
904,15.0667,28
905,15.0833,25
906,15.1000,25
907,15.1167,26
908,15.1333,29
909,15.1500,25
910,15.1667,26
911,15.1833,27
912,15.2000,25
913,15.2167,26
914,15.2333,26
915,15.2500,28
916,15.2667,27
917,15.2833,27
918,15.3000,24
919,15.3167,23
920,15.3333,26
921,15.3500,27
922,15.3667,25
923,15.3833,28
924,15.4000,26
925,15.4167,28
926,15.4333,28
927,15.4500,26
928,15.4667,27
929,15.4833,24
930,15.5000,24
931,15.5167,24
932,15.5333,23
933,15.5500,28
934,15.5667,25
935,15.5833,26
936,15.6000,25
937,15.6167,27
938,15.6333,28
939,15.6500,23
940,15.6667,24
941,15.6833,28
942,15.7000,26
943,15.7167,26
944,15.7333,26
945,15.7500,27
946,15.7667,27
947,15.7833,29
948,15.8000,25
949,15.8167,26
950,15.8333,25
951,15.8500,27
952,15.8667,26
953,15.8833,25
954,15.9000,26
955,15.9167,26
956,15.9333,27
957,15.9500,29
958,15.9667,26
959,15.9833,24
960,16.0000,29
961,16.0167,25
962,16.0333,25
963,16.0500,27
964,16.0667,25
965,16.0833,25
966,16.1000,26
967,16.1167,26
968,16.1333,25
969,16.1500,24
970,16.1667,26
971,16.1833,24
972,16.2000,29
973,16.2167,26
974,16.2333,26
975,16.2500,28
976,16.2667,27
977,16.2833,25
978,16.3000,27
979,16.3167,24
980,16.3333,27
981,16.3500,26
982,16.3667,26
983,16.3833,27
984,16.4000,24
985,16.4167,27
986,16.4333,27
987,16.4500,24
988,16.4667,28
989,16.4833,25
990,16.5000,27
991,16.5167,29
992,16.5333,30
993,16.5500,24
994,16.5667,25
995,16.5833,25
996,16.6000,25
997,16.6167,26
998,16.6333,26
999,16.6500,25
1000,16.6667,26
1001,16.6833,28
1002,16.7000,28
1003,16.7167,27
1004,16.7333,25
1005,16.7500,26
1006,16.7667,25
1007,16.7833,28
1008,16.8000,27
1009,16.8167,29
1010,16.8333,26
1011,16.8500,25
1012,16.8667,25
1013,16.8833,27
1014,16.9000,24
1015,16.9167,25
1016,16.9333,28
1017,16.9500,25
1018,16.9667,27
1019,16.9833,25
1020,17.0000,27
1021,17.0167,26
1022,17.0333,28
1023,17.0500,24
1024,17.0667,29
1025,17.0833,24
1026,17.1000,28
1027,17.1167,27
1028,17.1333,26
1029,17.1500,26
1030,17.1667,27
1031,17.1833,27
1032,17.2000,27
1033,17.2167,27
1034,17.2333,25
1035,17.2500,27
1036,17.2667,27
1037,17.2833,24
1038,17.3000,25
1039,17.3167,23
1040,17.3333,27
1041,17.3500,26
1042,17.3667,25
1043,17.3833,29
1044,17.4000,26
1045,17.4167,24
1046,17.4333,28
1047,17.4500,25
1048,17.4667,30
1049,17.4833,24
1050,17.5000,29
1051,17.5167,26
1052,17.5333,27
1053,17.5500,28
1054,17.5667,25
1055,17.5833,27
1056,17.6000,24
1057,17.6167,26
1058,17.6333,28
1059,17.6500,25
1060,17.6667,25
1061,17.6833,27
1062,17.7000,27
1063,17.7167,25
1064,17.7333,26
1065,17.7500,24
1066,17.7667,27
1067,17.7833,26
1068,17.8000,27
1069,17.8167,27
1070,17.8333,27
1071,17.8500,26
1072,17.8667,25
1073,17.8833,25
1074,17.9000,27
1075,17.9167,25
1076,17.9333,26
1077,17.9500,24
1078,17.9667,26
1079,17.9833,25
1080,18.0000,27
1081,18.0167,24
1082,18.0333,27
1083,18.0500,28
1084,18.0667,27
1085,18.0833,26
1086,18.1000,26
1087,18.1167,24
1088,18.1333,27
1089,18.1500,25
1090,18.1667,28
1091,18.1833,25
1092,18.2000,28
1093,18.2167,28
1094,18.2333,28
1095,18.2500,25
1096,18.2667,28
1097,18.2833,25
1098,18.3000,28
1099,18.3167,27
1100,18.3333,28
1101,18.3500,27
1102,18.3667,24
1103,18.3833,25
1104,18.4000,28
1105,18.4167,25
1106,18.4333,25
1107,18.4500,29
1108,18.4667,24
1109,18.4833,28
1110,18.5000,27
1111,18.5167,28
1112,18.5333,27
1113,18.5500,26
1114,18.5667,28
1115,18.5833,27
1116,18.6000,26
1117,18.6167,27
1118,18.6333,25
1119,18.6500,26
1120,18.6667,25
1121,18.6833,28
1122,18.7000,28
1123,18.7167,27
1124,18.7333,25
1125,18.7500,30
1126,18.7667,27
1127,18.7833,27
1128,18.8000,29
1129,18.8167,27
1130,18.8333,27
1131,18.8500,29
1132,18.8667,27
1133,18.8833,23
1134,18.9000,28
1135,18.9167,24
1136,18.9333,25
1137,18.9500,26
1138,18.9667,28
1139,18.9833,25
1140,19.0000,29
1141,19.0167,26
1142,19.0333,27
1143,19.0500,25
1144,19.0667,28
1145,19.0833,24
1146,19.1000,26
1147,19.1167,27
1148,19.1333,26
1149,19.1500,26
1150,19.1667,26
1151,19.1833,29
1152,19.2000,26
1153,19.2167,24
1154,19.2333,27
1155,19.2500,28
1156,19.2667,28
1157,19.2833,23
1158,19.3000,26
1159,19.3167,25
1160,19.3333,26
1161,19.3500,25
1162,19.3667,25
1163,19.3833,26
1164,19.4000,26
1165,19.4167,27
1166,19.4333,26
1167,19.4500,27
1168,19.4667,27
1169,19.4833,25
1170,19.5000,25
1171,19.5167,26
1172,19.5333,27
1173,19.5500,26
1174,19.5667,27
1175,19.5833,27
1176,19.6000,26
1177,19.6167,28
1178,19.6333,26
1179,19.6500,25
1180,19.6667,25
1181,19.6833,26
1182,19.7000,26
1183,19.7167,27
1184,19.7333,23
1185,19.7500,27
1186,19.7667,25
1187,19.7833,26
1188,19.8000,26
1189,19.8167,26
1190,19.8333,24
1191,19.8500,26
1192,19.8667,27
1193,19.8833,24
1194,19.9000,26
1195,19.9167,27
1196,19.9333,27
1197,19.9500,30
1198,19.9667,25
1199,19.9833,26
1200,20.0000,27
1201,20.0167,26
1202,20.0333,27
1203,20.0500,29
1204,20.0667,25
1205,20.0833,24
1206,20.1000,26
1207,20.1167,26
1208,20.1333,31
1209,20.1500,26
1210,20.1667,26
1211,20.1833,26
1212,20.2000,23
1213,20.2167,26
1214,20.2333,25
1215,20.2500,25
1216,20.2667,28
1217,20.2833,25
1218,20.3000,26
1219,20.3167,27
1220,20.3333,27
1221,20.3500,25
1222,20.3667,28
1223,20.3833,25
1224,20.4000,24
1225,20.4167,28
1226,20.4333,27
1227,20.4500,27
1228,20.4667,26
1229,20.4833,25
1230,20.5000,25
1231,20.5167,29
1232,20.5333,26
1233,20.5500,23
1234,20.5667,26
1235,20.5833,25
1236,20.6000,29
1237,20.6167,25
1238,20.6333,26
1239,20.6500,25
1240,20.6667,28
1241,20.6833,26
1242,20.7000,28
1243,20.7167,23
1244,20.7333,28
1245,20.7500,25
1246,20.7667,27
1247,20.7833,27
1248,20.8000,24
1249,20.8167,26
1250,20.8333,28
1251,20.8500,25
1252,20.8667,24
1253,20.8833,25
1254,20.9000,22
1255,20.9167,27
1256,20.9333,28
1257,20.9500,22
1258,20.9667,29
1259,20.9833,23
1260,21.0000,28
1261,21.0167,25
1262,21.0333,30
1263,21.0500,22
1264,21.0667,26
1265,21.0833,26
1266,21.1000,26
1267,21.1167,24
1268,21.1333,25
1269,21.1500,24
1270,21.1667,26
1271,21.1833,26
1272,21.2000,27
1273,21.2167,25
1274,21.2333,26
1275,21.2500,26
1276,21.2667,22
1277,21.2833,24
1278,21.3000,31
1279,21.3167,25
1280,21.3333,29
1281,21.3500,27
1282,21.3667,25
1283,21.3833,28
1284,21.4000,26
1285,21.4167,25
1286,21.4333,28
1287,21.4500,26
1288,21.4667,25
1289,21.4833,26
1290,21.5000,27
1291,21.5167,28
1292,21.5333,25
1293,21.5500,27
1294,21.5667,26
1295,21.5833,25
1296,21.6000,22
1297,21.6167,25
1298,21.6333,25
1299,21.6500,22
1300,21.6667,26
1301,21.6833,27
1302,21.7000,27
1303,21.7167,24
1304,21.7333,26
1305,21.7500,27
1306,21.7667,25
1307,21.7833,25
1308,21.8000,27
1309,21.8167,28
1310,21.8333,25
1311,21.8500,28
1312,21.8667,28
1313,21.8833,25
1314,21.9000,24
1315,21.9167,26
1316,21.9333,26
1317,21.9500,26
1318,21.9667,25
1319,21.9833,26
1320,22.0000,26
1321,22.0167,25
1322,22.0333,27
1323,22.0500,24
1324,22.0667,26
1325,22.0833,27
1326,22.1000,25
1327,22.1167,26
1328,22.1333,25
1329,22.1500,26
1330,22.1667,26
1331,22.1833,25
1332,22.2000,24
1333,22.2167,25
1334,22.2333,26
1335,22.2500,27
1336,22.2667,24
1337,22.2833,29
1338,22.3000,25
1339,22.3167,27
1340,22.3333,26
1341,22.3500,26
1342,22.3667,27
1343,22.3833,27
1344,22.4000,28
1345,22.4167,25
1346,22.4333,25
1347,22.4500,26
1348,22.4667,26
1349,22.4833,26
1350,22.5000,25
1351,22.5167,24
1352,22.5333,26
1353,22.5500,23
1354,22.5667,27
1355,22.5833,27
1356,22.6000,23
1357,22.6167,27
1358,22.6333,27
1359,22.6500,25
1360,22.6667,27
1361,22.6833,28
1362,22.7000,25
1363,22.7167,26
1364,22.7333,25
1365,22.7500,27
1366,22.7667,26
1367,22.7833,24
1368,22.8000,28
1369,22.8167,24
1370,22.8333,25
1371,22.8500,28
1372,22.8667,23
1373,22.8833,27
1374,22.9000,28
1375,22.9167,26
1376,22.9333,25
1377,22.9500,27
1378,22.9667,26
1379,22.9833,25
1380,23.0000,24
1381,23.0167,30
1382,23.0333,24
1383,23.0500,25
1384,23.0667,24
1385,23.0833,24
1386,23.1000,27
1387,23.1167,26
1388,23.1333,26
1389,23.1500,23
1390,23.1667,30
1391,23.1833,25
1392,23.2000,28
1393,23.2167,23
1394,23.2333,27
1395,23.2500,25
1396,23.2667,26
1397,23.2833,28
1398,23.3000,26
1399,23.3167,27
1400,23.3333,26
1401,23.3500,25
1402,23.3667,27
1403,23.3833,29
1404,23.4000,25
1405,23.4167,27
1406,23.4333,25
1407,23.4500,26
1408,23.4667,26
1409,23.4833,26
1410,23.5000,25
1411,23.5167,26
1412,23.5333,28
1413,23.5500,27
1414,23.5667,26
1415,23.5833,24
1416,23.6000,26
1417,23.6167,25
1418,23.6333,25
1419,23.6500,25
1420,23.6667,25
1421,23.6833,26
1422,23.7000,28
1423,23.7167,27
1424,23.7333,26
1425,23.7500,25
1426,23.7667,27
1427,23.7833,25
1428,23.8000,25
1429,23.8167,27
1430,23.8333,25
1431,23.8500,24
1432,23.8667,24
1433,23.8833,25
1434,23.9000,25
1435,23.9167,27
1436,23.9333,25
1437,23.9500,25
1438,23.9667,24
1439,23.9833,24
1440,24.0000,27
1441,24.0167,24
1442,24.0333,28
1443,24.0500,24
1444,24.0667,25
1445,24.0833,25
1446,24.1000,26
1447,24.1167,24
1448,24.1333,29
1449,24.1500,24
1450,24.1667,24
1451,24.1833,25
1452,24.2000,26
1453,24.2167,24
1454,24.2333,29
1455,24.2500,25
1456,24.2667,28
1457,24.2833,24
1458,24.3000,24
1459,24.3167,24
1460,24.3333,27
